E [keV],Entries
998.6,0
999,0
999.4,0
999.8,0
1000.2,0
1000.6,0
1001,0
1001.4,0
1001.8,0
1002.2,0
1002.6,0
1003,0
1003.4,0
1003.8,0
1004.2,0
1004.6,0
1005,0
1005.4,0
1005.8,0
1006.2,0
1006.6,0
1007,0
1007.4,0
1007.8,0
1008.2,0
1008.6,0
1009,0
1009.4,0
1009.8,0
1010.2,0
1010.6,0
1011,0
1011.4,0
1011.8,0
1012.2,0
1012.6,0
1013,0
1013.4,0
1013.8,0
1014.2,0
1014.6,0
1015,0
1015.4,0
1015.8,0
1016.2,0
1016.6,0
1017,0
1017.4,0
1017.8,0
1018.2,0
1018.6,0
1019,0
1019.4,0
1019.8,0
1020.2,0
1020.6,0
1021,0
1021.4,0
1021.8,0
1022.2,0
1022.6,0
1023,0
1023.4,0
1023.8,0
1024.2,0
1024.6,0
1025,0
1025.4,0
1025.8,0
1026.2,0
1026.6,0
1027,0
1027.4,0
1027.8,0
1028.2,0
1028.6,0
1029,0
1029.4,0
1029.8,0
1030.2,0
1030.6,0
1031,0
1031.4,0
1031.8,0
1032.2,0
1032.6,0
1033,0
1033.4,0
1033.8,0
1034.2,0
1034.6,0
1035,0
1035.4,0
1035.8,0
1036.2,0
1036.6,0
1037,0
1037.4,0
1037.8,0
1038.2,0
1038.6,0
1039,0
1039.4,0
1039.8,0
1040.2,0
1040.6,0
1041,0
1041.4,0
1041.8,0
1042.2,0
1042.6,0
1043,0
1043.4,0
1043.8,0
1044.2,0
1044.6,0
1045,0
1045.4,0
1045.8,0
1046.2,0
1046.6,0
1047,0
1047.4,0
1047.8,0
1048.2,0
1048.6,0
1049,0
1049.4,0
1049.8,0
1050.2,0
1050.6,0
1051,0
1051.4,0
1051.8,0
1052.2,0
1052.6,0
1053,0
1053.4,0
1053.8,0
1054.2,0
1054.6,0
1055,0
1055.4,0
1055.8,0
1056.2,0
1056.6,0
1057,0
1057.4,0
1057.8,0
1058.2,0
1058.6,0
1059,0
1059.4,0
1059.8,0
1060.2,0
1060.6,0
1061,0
1061.4,0
1061.8,0
1062.2,0
1062.6,0
1063,0
1063.4,0
1063.8,0
1064.2,0
1064.6,0
1065,0
1065.4,0
1065.8,0
1066.2,0
1066.6,0
1067,0
1067.4,0
1067.8,0
1068.2,0
1068.6,0
1069,0
1069.4,0
1069.8,0
1070.2,0
1070.6,0
1071,0
1071.4,0
1071.8,0
1072.2,0
1072.6,0
1073,0
1073.4,0
1073.8,0
1074.2,0
1074.6,0
1075,0
1075.4,0
1075.8,0
1076.2,0
1076.6,0
1077,0
1077.4,0
1077.8,0
1078.2,0
1078.6,0
1079,0
1079.4,0
1079.8,0
1080.2,0
1080.6,0
1081,0
1081.4,0
1081.8,0
1082.2,0
1082.6,0
1083,0
1083.4,0
1083.8,0
1084.2,0
1084.6,0
1085,0
1085.4,0
1085.8,0
1086.2,0
1086.6,0
1087,0
1087.4,0
1087.8,0
1088.2,0
1088.6,0
1089,0
1089.4,0
1089.8,0
1090.2,0
1090.6,0
1091,0
1091.4,0
1091.8,0
1092.2,0
1092.6,0
1093,0
1093.4,0
1093.8,0
1094.2,0
1094.6,0
1095,0
1095.4,0
1095.8,0
1096.2,0
1096.6,0
1097,0
1097.4,0
1097.8,0
1098.2,0
1098.6,0
1099,0
1099.4,0
1099.8,0
1100.2,0
1100.6,0
1101,0
1101.4,0
1101.8,0
1102.2,0
1102.6,0
1103,0
1103.4,0
1103.8,0
1104.2,0
1104.6,0
1105,0
1105.4,0
1105.8,0
1106.2,0
1106.6,0
1107,0
1107.4,0
1107.8,0
1108.2,0
1108.6,0
1109,0
1109.4,0
1109.8,0
1110.2,0
1110.6,0
1111,0
1111.4,0
1111.8,0
1112.2,0
1112.6,0
1113,0
1113.4,0
1113.8,0
1114.2,0
1114.6,0
1115,0
1115.4,0
1115.8,0
1116.2,0
1116.6,0
1117,0
1117.4,0
1117.8,0
1118.2,0
1118.6,0
1119,0
1119.4,0
1119.8,0
1120.2,0
1120.6,0
1121,0
1121.4,0
1121.8,0
1122.2,0
1122.6,0
1123,0
1123.4,0
1123.8,0
1124.2,0
1124.6,0
1125,0
1125.4,0
1125.8,0
1126.2,0
1126.6,0
1127,0
1127.4,0
1127.8,0
1128.2,0
1128.6,0
1129,0
1129.4,0
1129.8,0
1130.2,0
1130.6,0
1131,0
1131.4,0
1131.8,0
1132.2,0
1132.6,0
1133,0
1133.4,0
1133.8,0
1134.2,0
1134.6,0
1135,0
1135.4,0
1135.8,0
1136.2,0
1136.6,0
1137,0
1137.4,0
1137.8,0
1138.2,0
1138.6,0
1139,0
1139.4,0
1139.8,0
1140.2,0
1140.6,0
1141,0
1141.4,0
1141.8,0
1142.2,0
1142.6,0
1143,0
1143.4,0
1143.8,0
1144.2,0
1144.6,0
1145,0
1145.4,0
1145.8,0
1146.2,0
1146.6,0
1147,0
1147.4,0
1147.8,0
1148.2,0
1148.6,0
1149,0
1149.4,0
1149.8,0
1150.2,0
1150.6,0
1151,0
1151.4,0
1151.8,0
1152.2,0
1152.6,0
1153,0
1153.4,0
1153.8,0
1154.2,0
1154.6,0
1155,0
1155.4,0
1155.8,0
1156.2,0
1156.6,0
1157,0
1157.4,0
1157.8,0
1158.2,0
1158.6,0
1159,0
1159.4,0
1159.8,0
1160.2,0
1160.6,0
1161,0
1161.4,0
1161.8,0
1162.2,0
1162.6,0
1163,0
1163.4,0
1163.8,0
1164.2,0
1164.6,0
1165,0
1165.4,0
1165.8,0
1166.2,0
1166.6,0
1167,0
1167.4,0
1167.8,0
1168.2,0
1168.6,0
1169,0
1169.4,0
1169.8,0
1170.2,0
1170.6,0
1171,0
1171.4,0
1171.8,0
1172.2,0
1172.6,0
1173,0
1173.4,0
1173.8,0
1174.2,0
1174.6,0
1175,0
1175.4,0
1175.8,0
1176.2,0
1176.6,0
1177,0
1177.4,0
1177.8,0
1178.2,0
1178.6,0
1179,0
1179.4,0
1179.8,0
1180.2,0
1180.6,0
1181,0
1181.4,0
1181.8,0
1182.2,0
1182.6,0
1183,0
1183.4,0
1183.8,0
1184.2,0
1184.6,0
1185,0
1185.4,0
1185.8,0
1186.2,0
1186.6,0
1187,0
1187.4,0
1187.8,0
1188.2,0
1188.6,0
1189,0
1189.4,0
1189.8,0
1190.2,0
1190.6,0
1191,0
1191.4,0
1191.8,0
1192.2,0
1192.6,0
1193,0
1193.4,0
1193.8,0
1194.2,0
1194.6,0
1195,0
1195.4,0
1195.8,0
1196.2,0
1196.6,0
1197,0
1197.4,0
1197.8,0
1198.2,0
1198.6,0
1199,0
1199.4,0
1199.8,0
1200.2,0
1200.6,0
1201,0
1201.4,0
1201.8,0
1202.2,0
1202.6,0
1203,0
1203.4,0
1203.8,0
1204.2,0
1204.6,0
1205,0
1205.4,0
1205.8,0
1206.2,0
1206.6,0
1207,0
1207.4,0
1207.8,0
1208.2,0
1208.6,0
1209,0
1209.4,0
1209.8,0
1210.2,0
1210.6,0
1211,0
1211.4,0
1211.8,0
1212.2,0
1212.6,0
1213,0
1213.4,0
1213.8,0
1214.2,0
1214.6,0
1215,0
1215.4,0
1215.8,0
1216.2,0
1216.6,0
1217,0
1217.4,0
1217.8,0
1218.2,0
1218.6,0
1219,0
1219.4,0
1219.8,0
1220.2,0
1220.6,0
1221,0
1221.4,0
1221.8,0
1222.2,0
1222.6,0
1223,0
1223.4,0
1223.8,0
1224.2,0
1224.6,0
1225,0
1225.4,0
1225.8,0
1226.2,0
1226.6,0
1227,0
1227.4,0
1227.8,0
1228.2,0
1228.6,0
1229,0
1229.4,0
1229.8,0
1230.2,0
1230.6,0
1231,0
1231.4,0
1231.8,0
1232.2,0
1232.6,0
1233,0
1233.4,0
1233.8,0
1234.2,0
1234.6,0
1235,0
1235.4,0
1235.8,0
1236.2,0
1236.6,0
1237,0
1237.4,0
1237.8,0
1238.2,0
1238.6,0
1239,0
1239.4,0
1239.8,0
1240.2,0
1240.6,0
1241,0
1241.4,0
1241.8,0
1242.2,0
1242.6,0
1243,0
1243.4,0
1243.8,0
1244.2,0
1244.6,0
1245,0
1245.4,0
1245.8,0
1246.2,0
1246.6,0
1247,0
1247.4,0
1247.8,0
1248.2,0
1248.6,0
1249,0
1249.4,0
1249.8,0
1250.2,0
1250.6,0
1251,0
1251.4,0
1251.8,0
1252.2,0
1252.6,0
1253,0
1253.4,0
1253.8,0
1254.2,0
1254.6,0
1255,0
1255.4,0
1255.8,0
1256.2,0
1256.6,0
1257,0
1257.4,0
1257.8,0
1258.2,0
1258.6,0
1259,0
1259.4,0
1259.8,0
1260.2,0
1260.6,0
1261,0
1261.4,0
1261.8,0
1262.2,0
1262.6,0
1263,0
1263.4,0
1263.8,0
1264.2,0
1264.6,0
1265,0
1265.4,0
1265.8,0
1266.2,0
1266.6,0
1267,0
1267.4,0
1267.8,0
1268.2,0
1268.6,0
1269,0
1269.4,0
1269.8,0
1270.2,0
1270.6,0
1271,0
1271.4,0
1271.8,0
1272.2,0
1272.6,0
1273,0
1273.4,0
1273.8,0
1274.2,0
1274.6,0
1275,0
1275.4,0
1275.8,0
1276.2,0
1276.6,0
1277,0
1277.4,0
1277.8,0
1278.2,0
1278.6,0
1279,0
1279.4,0
1279.8,0
1280.2,0
1280.6,0
1281,0
1281.4,0
1281.8,0
1282.2,0
1282.6,0
1283,0
1283.4,0
1283.8,0
1284.2,0
1284.6,0
1285,0
1285.4,0
1285.8,0
1286.2,0
1286.6,0
1287,0
1287.4,0
1287.8,0
1288.2,0
1288.6,0
1289,0
1289.4,0
1289.8,0
1290.2,0
1290.6,0
1291,0
1291.4,0
1291.8,0
1292.2,0
1292.6,0
1293,0
1293.4,0
1293.8,0
1294.2,0
1294.6,0
1295,0
1295.4,0
1295.8,0
1296.2,0
1296.6,0
1297,0
1297.4,0
1297.8,0
1298.2,0
1298.6,0
1299,0
1299.4,0
1299.8,0
1300.2,0
1300.6,0
1301,0
1301.4,0
1301.8,0
1302.2,0
1302.6,0
1303,0
1303.4,0
1303.8,0
1304.2,0
1304.6,0
1305,0
1305.4,0
1305.8,0
1306.2,0
1306.6,0
1307,0
1307.4,0
1307.8,0
1308.2,0
1308.6,0
1309,0
1309.4,0
1309.8,0
1310.2,0
1310.6,0
1311,0
1311.4,0
1311.8,0
1312.2,0
1312.6,0
1313,0
1313.4,0
1313.8,0
1314.2,0
1314.6,0
1315,0
1315.4,0
1315.8,0
1316.2,0
1316.6,0
1317,0
1317.4,0
1317.8,0
1318.2,0
1318.6,0
1319,0
1319.4,0
1319.8,0
1320.2,0
1320.6,0
1321,0
1321.4,0
1321.8,0
1322.2,0
1322.6,0
1323,0
1323.4,0
1323.8,0
1324.2,0
1324.6,0
1325,0
1325.4,0
1325.8,0
1326.2,0
1326.6,0
1327,0
1327.4,0
1327.8,0
1328.2,0
1328.6,0
1329,0
1329.4,0
1329.8,0
1330.2,0
1330.6,0
1331,0
1331.4,0
1331.8,0
1332.2,0
1332.6,0
1333,0
1333.4,0
1333.8,0
1334.2,0
1334.6,0
1335,0
1335.4,0
1335.8,0
1336.2,0
1336.6,0
1337,0
1337.4,0
1337.8,0
1338.2,0
1338.6,0
1339,0
1339.4,0
1339.8,0
1340.2,0
1340.6,0
1341,0
1341.4,0
1341.8,0
1342.2,0
1342.6,0
1343,0
1343.4,0
1343.8,0
1344.2,0
1344.6,0
1345,0
1345.4,0
1345.8,0
1346.2,0
1346.6,0
1347,0
1347.4,0
1347.8,0
1348.2,0
1348.6,0
1349,0
1349.4,0
1349.8,0
1350.2,0
1350.6,0
1351,0
1351.4,0
1351.8,0
1352.2,0
1352.6,0
1353,0
1353.4,0
1353.8,0
1354.2,0
1354.6,0
1355,0
1355.4,0
1355.8,0
1356.2,0
1356.6,0
1357,0
1357.4,0
1357.8,0
1358.2,0
1358.6,0
1359,0
1359.4,0
1359.8,0
1360.2,0
1360.6,0
1361,0
1361.4,0
1361.8,0
1362.2,0
1362.6,0
1363,0
1363.4,0
1363.8,0
1364.2,0
1364.6,0
1365,0
1365.4,0
1365.8,0
1366.2,0
1366.6,0
1367,0
1367.4,0
1367.8,0
1368.2,0
1368.6,0
1369,0
1369.4,0
1369.8,0
1370.2,0
1370.6,0
1371,0
1371.4,0
1371.8,0
1372.2,0
1372.6,0
1373,0
1373.4,0
1373.8,0
1374.2,0
1374.6,0
1375,0
1375.4,0
1375.8,0
1376.2,0
1376.6,0
1377,0
1377.4,0
1377.8,0
1378.2,0
1378.6,0
1379,0
1379.4,0
1379.8,0
1380.2,0
1380.6,0
1381,0
1381.4,0
1381.8,0
1382.2,0
1382.6,0
1383,0
1383.4,0
1383.8,0
1384.2,0
1384.6,0
1385,0
1385.4,0
1385.8,0
1386.2,0
1386.6,0
1387,0
1387.4,0
1387.8,0
1388.2,0
1388.6,0
1389,0
1389.4,0
1389.8,0
1390.2,0
1390.6,0
1391,0
1391.4,0
1391.8,0
1392.2,0
1392.6,0
1393,0
1393.4,0
1393.8,0
1394.2,0
1394.6,0
1395,0
1395.4,0
1395.8,0
1396.2,0
1396.6,0
1397,0
1397.4,0
1397.8,0
1398.2,0
1398.6,0
1399,0
1399.4,0
1399.8,0
1400.2,0
1400.6,0
1401,0
1401.4,0
1401.8,0
1402.2,0
1402.6,0
1403,0
1403.4,0
1403.8,0
1404.2,0
1404.6,0
1405,0
1405.4,0
1405.8,0
1406.2,0
1406.6,0
1407,0
1407.4,0
1407.8,0
1408.2,0
1408.6,0
1409,0
1409.4,0
1409.8,0
1410.2,0
1410.6,0
1411,0
1411.4,0
1411.8,0
1412.2,0
1412.6,0
1413,0
1413.4,0
1413.8,0
1414.2,0
1414.6,0
1415,0
1415.4,0
1415.8,0
1416.2,0
1416.6,0
1417,0
1417.4,0
1417.8,0
1418.2,0
1418.6,0
1419,0
1419.4,0
1419.8,0
1420.2,0
1420.6,0
1421,0
1421.4,0
1421.8,0
1422.2,0
1422.6,0
1423,0
1423.4,0
1423.8,0
1424.2,0
1424.6,0
1425,0
1425.4,0
1425.8,0
1426.2,0
1426.6,0
1427,0
1427.4,0
1427.8,0
1428.2,0
1428.6,0
1429,0
1429.4,0
1429.8,0
1430.2,0
1430.6,0
1431,0
1431.4,0
1431.8,0
1432.2,0
1432.6,0
1433,0
1433.4,0
1433.8,0
1434.2,0
1434.6,0
1435,0
1435.4,0
1435.8,0
1436.2,0
1436.6,0
1437,0
1437.4,0
1437.8,0
1438.2,0
1438.6,0
1439,0
1439.4,0
1439.8,0
1440.2,0
1440.6,0
1441,0
1441.4,0
1441.8,0
1442.2,0
1442.6,0
1443,0
1443.4,0
1443.8,0
1444.2,0
1444.6,0
1445,0
1445.4,0
1445.8,0
1446.2,0
1446.6,0
1447,0
1447.4,0
1447.8,0
1448.2,0
1448.6,0
1449,0
1449.4,0
1449.8,0
1450.2,0
1450.6,0
1451,0
1451.4,0
1451.8,0
1452.2,0
1452.6,0
1453,0
1453.4,0
1453.8,0
1454.2,0
1454.6,0
1455,0
1455.4,0
1455.8,0
1456.2,0
1456.6,0
1457,0
1457.4,0
1457.8,0
1458.2,0
1458.6,0
1459,0
1459.4,0
1459.8,0
1460.2,0
1460.6,0
1461,1102
1461.4,0
1461.8,0
1462.2,0
1462.6,0
1463,0
1463.4,0
1463.8,0
1464.2,0
1464.6,0
1465,0
1465.4,0
1465.8,0
1466.2,0
1466.6,0
1467,0
1467.4,0
1467.8,0
1468.2,0
1468.6,0
1469,0
1469.4,0
1469.8,0
1470.2,0
1470.6,0
1471,0
1471.4,0
1471.8,0
1472.2,0
1472.6,0
1473,0
1473.4,0
1473.8,0
1474.2,0
1474.6,0
1475,0
1475.4,0
1475.8,0
1476.2,0
1476.6,0
1477,0
1477.4,0
1477.8,0
1478.2,0
1478.6,0
1479,0
1479.4,0
1479.8,0
1480.2,0
1480.6,0
1481,0
1481.4,0
1481.8,0
1482.2,0
1482.6,0
1483,0
1483.4,0
1483.8,0
1484.2,0
1484.6,0
1485,0
1485.4,0
1485.8,0
1486.2,0
1486.6,0
1487,0
1487.4,0
1487.8,0
1488.2,0
1488.6,0
1489,0
1489.4,0
1489.8,0
1490.2,0
1490.6,0
1491,0
1491.4,0
1491.8,0
1492.2,0
1492.6,0
1493,0
1493.4,0
1493.8,0
1494.2,0
1494.6,0
1495,0
1495.4,0
1495.8,0
1496.2,0
1496.6,0
1497,0
1497.4,0
1497.8,0
1498.2,0
1498.6,0
1499,0
1499.4,0
1499.8,0
1500.2,0
1500.6,0
1501,0
1501.4,0
1501.8,0
1502.2,0
1502.6,0
1503,0
1503.4,0
1503.8,0
1504.2,0
1504.6,0
1505,0
1505.4,0
1505.8,0
1506.2,0
1506.6,0
1507,0
1507.4,0
1507.8,0
1508.2,0
1508.6,0
1509,0
1509.4,0
1509.8,0
1510.2,0
1510.6,0
1511,0
1511.4,0
1511.8,0
1512.2,0
1512.6,0
1513,0
1513.4,0
1513.8,0
1514.2,0
1514.6,0
1515,0
1515.4,0
1515.8,0
1516.2,0
1516.6,0
1517,0
1517.4,0
1517.8,0
1518.2,0
1518.6,0
1519,0
1519.4,0
1519.8,0
1520.2,0
1520.6,0
1521,0
1521.4,0
1521.8,0
1522.2,0
1522.6,0
1523,0
1523.4,0
1523.8,0
1524.2,0
1524.6,0
1525,0
1525.4,0
1525.8,0
1526.2,0
1526.6,0
1527,0
1527.4,0
1527.8,0
1528.2,0
1528.6,0
1529,0
1529.4,0
1529.8,0
1530.2,0
1530.6,0
1531,0
1531.4,0
1531.8,0
1532.2,0
1532.6,0
1533,0
1533.4,0
1533.8,0
1534.2,0
1534.6,0
1535,0
1535.4,0
1535.8,0
1536.2,0
1536.6,0
1537,0
1537.4,0
1537.8,0
1538.2,0
1538.6,0
1539,0
1539.4,0
1539.8,0
1540.2,0
1540.6,0
1541,0
1541.4,0
1541.8,0
1542.2,0
1542.6,0
1543,0
1543.4,0
1543.8,0
1544.2,0
1544.6,0
1545,0
1545.4,0
1545.8,0
1546.2,0
1546.6,0
1547,0
1547.4,0
1547.8,0
1548.2,0
1548.6,0
1549,0
1549.4,0
1549.8,0
1550.2,0
1550.6,0
1551,0
1551.4,0
1551.8,0
1552.2,0
1552.6,0
1553,0
1553.4,0
1553.8,0
1554.2,0
1554.6,0
1555,0
1555.4,0
1555.8,0
1556.2,0
1556.6,0
1557,0
1557.4,0
1557.8,0
1558.2,0
1558.6,0
1559,0
1559.4,0
1559.8,0
1560.2,0
1560.6,0
1561,0
1561.4,0
1561.8,0
1562.2,0
1562.6,0
1563,0
1563.4,0
1563.8,0
1564.2,0
1564.6,0
1565,0
1565.4,0
1565.8,0
1566.2,0
1566.6,0
1567,0
1567.4,0
1567.8,0
1568.2,0
1568.6,0
1569,0
1569.4,0
1569.8,0
1570.2,0
1570.6,0
1571,0
1571.4,0
1571.8,0
1572.2,0
1572.6,0
1573,0
1573.4,0
1573.8,0
1574.2,0
1574.6,0
1575,0
1575.4,0
1575.8,0
1576.2,0
1576.6,0
1577,0
1577.4,0
1577.8,0
1578.2,0
1578.6,0
1579,0
1579.4,0
1579.8,0
1580.2,0
1580.6,0
1581,0
1581.4,0
1581.8,0
1582.2,0
1582.6,0
1583,0
1583.4,0
1583.8,0
1584.2,0
1584.6,0
1585,0
1585.4,0
1585.8,0
1586.2,0
1586.6,0
1587,0
1587.4,0
1587.8,0
1588.2,0
1588.6,0
1589,0
1589.4,0
1589.8,0
1590.2,0
1590.6,0
1591,0
1591.4,0
1591.8,0
1592.2,0
1592.6,0
1593,0
1593.4,0
1593.8,0
1594.2,0
1594.6,0
1595,0
1595.4,0
1595.8,0
1596.2,0
1596.6,0
1597,0
1597.4,0
1597.8,0
1598.2,0
1598.6,0
1599,0
1599.4,0
1599.8,0
1600.2,0
1600.6,0
1601,0
1601.4,0
1601.8,0
1602.2,0
1602.6,0
1603,0
1603.4,0
1603.8,0
1604.2,0
1604.6,0
1605,0
1605.4,0
1605.8,0
1606.2,0
1606.6,0
1607,0
1607.4,0
1607.8,0
1608.2,0
1608.6,0
1609,0
1609.4,0
1609.8,0
1610.2,0
1610.6,0
1611,0
1611.4,0
1611.8,0
1612.2,0
1612.6,0
1613,0
1613.4,0
1613.8,0
1614.2,0
1614.6,0
1615,0
1615.4,0
1615.8,0
1616.2,0
1616.6,0
1617,0
1617.4,0
1617.8,0
1618.2,0
1618.6,0
1619,0
1619.4,0
1619.8,0
1620.2,0
1620.6,0
1621,0
1621.4,0
1621.8,0
1622.2,0
1622.6,0
1623,0
1623.4,0
1623.8,0
1624.2,0
1624.6,0
1625,0
1625.4,0
1625.8,0
1626.2,0
1626.6,0
1627,0
1627.4,0
1627.8,0
1628.2,0
1628.6,0
1629,0
1629.4,0
1629.8,0
1630.2,0
1630.6,0
1631,0
1631.4,0
1631.8,0
1632.2,0
1632.6,0
1633,0
1633.4,0
1633.8,0
1634.2,0
1634.6,0
1635,0
1635.4,0
1635.8,0
1636.2,0
1636.6,0
1637,0
1637.4,0
1637.8,0
1638.2,0
1638.6,0
1639,0
1639.4,0
1639.8,0
1640.2,0
1640.6,0
1641,0
1641.4,0
1641.8,0
1642.2,0
1642.6,0
1643,0
1643.4,0
1643.8,0
1644.2,0
1644.6,0
1645,0
1645.4,0
1645.8,0
1646.2,0
1646.6,0
1647,0
1647.4,0
1647.8,0
1648.2,0
1648.6,0
1649,0
1649.4,0
1649.8,0
1650.2,0
1650.6,0
1651,0
1651.4,0
1651.8,0
1652.2,0
1652.6,0
1653,0
1653.4,0
1653.8,0
1654.2,0
1654.6,0
1655,0
1655.4,0
1655.8,0
1656.2,0
1656.6,0
1657,0
1657.4,0
1657.8,0
1658.2,0
1658.6,0
1659,0
1659.4,0
1659.8,0
1660.2,0
1660.6,0
1661,0
1661.4,0
1661.8,0
1662.2,0
1662.6,0
1663,0
1663.4,0
1663.8,0
1664.2,0
1664.6,0
1665,0
1665.4,0
1665.8,0
1666.2,0
1666.6,0
1667,0
1667.4,0
1667.8,0
1668.2,0
1668.6,0
1669,0
1669.4,0
1669.8,0
1670.2,0
1670.6,0
1671,0
1671.4,0
1671.8,0
1672.2,0
1672.6,0
1673,0
1673.4,0
1673.8,0
1674.2,0
1674.6,0
1675,0
1675.4,0
1675.8,0
1676.2,0
1676.6,0
1677,0
1677.4,0
1677.8,0
1678.2,0
1678.6,0
1679,0
1679.4,0
1679.8,0
1680.2,0
1680.6,0
1681,0
1681.4,0
1681.8,0
1682.2,0
1682.6,0
1683,0
1683.4,0
1683.8,0
1684.2,0
1684.6,0
1685,0
1685.4,0
1685.8,0
1686.2,0
1686.6,0
1687,0
1687.4,0
1687.8,0
1688.2,0
1688.6,0
1689,0
1689.4,0
1689.8,0
1690.2,0
1690.6,0
1691,0
1691.4,0
1691.8,0
1692.2,0
1692.6,0
1693,0
1693.4,0
1693.8,0
1694.2,0
1694.6,0
1695,0
1695.4,0
1695.8,0
1696.2,0
1696.6,0
1697,0
1697.4,0
1697.8,0
1698.2,0
1698.6,0
1699,0
1699.4,0
1699.8,0
1700.2,0
1700.6,0
1701,0
1701.4,0
1701.8,0
1702.2,0
1702.6,0
1703,0
1703.4,0
1703.8,0
1704.2,0
1704.6,0
1705,0
1705.4,0
1705.8,0
1706.2,0
1706.6,0
1707,0
1707.4,0
1707.8,0
1708.2,0
1708.6,0
1709,0
1709.4,0
1709.8,0
1710.2,0
1710.6,0
1711,0
1711.4,0
1711.8,0
1712.2,0
1712.6,0
1713,0
1713.4,0
1713.8,0
1714.2,0
1714.6,0
1715,0
1715.4,0
1715.8,0
1716.2,0
1716.6,0
1717,0
1717.4,0
1717.8,0
1718.2,0
1718.6,0
1719,0
1719.4,0
1719.8,0
1720.2,0
1720.6,0
1721,0
1721.4,0
1721.8,0
1722.2,0
1722.6,0
1723,0
1723.4,0
1723.8,0
1724.2,0
1724.6,0
1725,0
1725.4,0
1725.8,0
1726.2,0
1726.6,0
1727,0
1727.4,0
1727.8,0
1728.2,0
1728.6,0
1729,0
1729.4,0
1729.8,0
1730.2,0
1730.6,0
1731,0
1731.4,0
1731.8,0
1732.2,0
1732.6,0
1733,0
1733.4,0
1733.8,0
1734.2,0
1734.6,0
1735,0
1735.4,0
1735.8,0
1736.2,0
1736.6,0
1737,0
1737.4,0
1737.8,0
1738.2,0
1738.6,0
1739,0
1739.4,0
1739.8,0
1740.2,0
1740.6,0
1741,0
1741.4,0
1741.8,0
1742.2,0
1742.6,0
1743,0
1743.4,0
1743.8,0
1744.2,0
1744.6,0
1745,0
1745.4,0
1745.8,0
1746.2,0
1746.6,0
1747,0
1747.4,0
1747.8,0
1748.2,0
1748.6,0
1749,0
1749.4,0
1749.8,0
1750.2,0
1750.6,0
1751,0
1751.4,0
1751.8,0
1752.2,0
1752.6,0
1753,0
1753.4,0
1753.8,0
1754.2,0
1754.6,0
1755,0
1755.4,0
1755.8,0
1756.2,0
1756.6,0
1757,0
1757.4,0
1757.8,0
1758.2,0
1758.6,0
1759,0
1759.4,0
1759.8,0
1760.2,0
1760.6,0
1761,0
1761.4,0
1761.8,0
1762.2,0
1762.6,0
1763,0
1763.4,0
1763.8,0
1764.2,0
1764.6,0
1765,0
1765.4,0
1765.8,0
1766.2,0
1766.6,0
1767,0
1767.4,0
1767.8,0
1768.2,0
1768.6,0
1769,0
1769.4,0
1769.8,0
1770.2,0
1770.6,0
1771,0
1771.4,0
1771.8,0
1772.2,0
1772.6,0
1773,0
1773.4,0
1773.8,0
1774.2,0
1774.6,0
1775,0
1775.4,0
1775.8,0
1776.2,0
1776.6,0
1777,0
1777.4,0
1777.8,0
1778.2,0
1778.6,0
1779,0
1779.4,0
1779.8,0
1780.2,0
1780.6,0
1781,0
1781.4,0
1781.8,0
1782.2,0
1782.6,0
1783,0
1783.4,0
1783.8,0
1784.2,0
1784.6,0
1785,0
1785.4,0
1785.8,0
1786.2,0
1786.6,0
1787,0
1787.4,0
1787.8,0
1788.2,0
1788.6,0
1789,0
1789.4,0
1789.8,0
1790.2,0
1790.6,0
1791,0
1791.4,0
1791.8,0
1792.2,0
1792.6,0
1793,0
1793.4,0
1793.8,0
1794.2,0
1794.6,0
1795,0
1795.4,0
1795.8,0
1796.2,0
1796.6,0
1797,0
1797.4,0
1797.8,0
1798.2,0
1798.6,0
1799,0
1799.4,0
1799.8,0
1800.2,0
1800.6,0
1801,0
1801.4,0
1801.8,0
1802.2,0
1802.6,0
1803,0
1803.4,0
1803.8,0
1804.2,0
1804.6,0
1805,0
1805.4,0
1805.8,0
1806.2,0
1806.6,0
1807,0
1807.4,0
1807.8,0
1808.2,0
1808.6,0
1809,0
1809.4,0
1809.8,0
1810.2,0
1810.6,0
1811,0
1811.4,0
1811.8,0
1812.2,0
1812.6,0
1813,0
1813.4,0
1813.8,0
1814.2,0
1814.6,0
1815,0
1815.4,0
1815.8,0
1816.2,0
1816.6,0
1817,0
1817.4,0
1817.8,0
1818.2,0
1818.6,0
1819,0
1819.4,0
1819.8,0
1820.2,0
1820.6,0
1821,0
1821.4,0
1821.8,0
1822.2,0
1822.6,0
1823,0
1823.4,0
1823.8,0
1824.2,0
1824.6,0
1825,0
1825.4,0
1825.8,0
1826.2,0
1826.6,0
1827,0
1827.4,0
1827.8,0
1828.2,0
1828.6,0
1829,0
1829.4,0
1829.8,0
1830.2,0
1830.6,0
1831,0
1831.4,0
1831.8,0
1832.2,0
1832.6,0
1833,0
1833.4,0
1833.8,0
1834.2,0
1834.6,0
1835,0
1835.4,0
1835.8,0
1836.2,0
1836.6,0
1837,0
1837.4,0
1837.8,0
1838.2,0
1838.6,0
1839,0
1839.4,0
1839.8,0
1840.2,0
1840.6,0
1841,0
1841.4,0
1841.8,0
1842.2,0
1842.6,0
1843,0
1843.4,0
1843.8,0
1844.2,0
1844.6,0
1845,0
1845.4,0
1845.8,0
1846.2,0
